,X,Y,Z
0,17.22048483161329,-12.890171741989192,-0.2064697228554475
1,-18.8604309230074,-91.56919958802949,-1.503271357731267
2,80.23672718344991,-5.07116648071613,0.26658642024342094
3,29.34158286637245,91.90191709503512,0.43519146502519457
4,-95.81222932806715,-27.546396501596533,-2.1372448926293934
5,-50.48780656883205,44.75979392730227,-0.9621611564996868
6,-81.87273129074362,83.14617889091076,-0.34491766579362015
7,-30.965818962655092,48.14214866471934,-0.7556202583390071
8,46.01623123443625,-97.87309633834664,-0.6571996818038737
9,-41.86908147354884,-45.59407443385843,-1.6710121818477524
10,-41.712975302827246,17.067008496981998,-1.2036369331977648
11,-86.09566930346155,42.636353470751715,-0.6722746084265354
12,-60.21707556571627,-35.007629100358216,-2.183391461722117
13,8.530589964849412,57.17228964195925,0.11200727251370257
14,62.86732740543246,-4.0586575314744096,0.6270091250641459
15,-82.83085362362439,95.33023406334195,-0.2281987081560025
16,-77.44010274318248,60.24965576692358,-0.501552818427965
17,70.39596842807572,-64.72604055369317,-0.2653692596861472
18,-69.0769465347966,-59.34237395961881,-1.961176307341314
19,-92.63176397983828,74.03571284912312,-0.3549478041751007
20,-51.109080483394905,-21.594961659576995,-1.7543614927106228
21,20.98214869449619,48.100591582372175,0.3648923580260181
22,-5.233553230075529,61.42386146694619,-0.1380749488099042
23,-81.48669781827162,39.10837503242129,-0.7144988883514479
24,-80.41348759049617,-26.710445422604153,-2.4151178264162376
25,10.772671086554865,3.624338224299265,-0.16712313748015312
26,87.65021203888534,66.70236884606763,0.295980976388303
27,2.7820832921332794,-17.114173157472806,-0.4855883772102239
28,-4.763275072121971,67.81723608195642,-0.11501776345520001
29,-39.37399607733205,-87.33390174533706,-1.6169034064771404
30,40.82443234439842,-42.08603226562708,-0.28851220330625416
31,-78.09552686045124,54.937848564375884,-0.46720707553108953
32,-62.927375437227,-73.77205368554702,-1.7730246529265143
33,76.07533795091916,83.45676539005999,0.16431152758139023
34,-39.27154570030633,-77.37543609196946,-1.747866434185557
35,49.273313363726146,0.3860347398286166,0.40914774665827147
36,38.39484953301451,16.255769937109733,0.2739872911614405
37,-47.17245385478057,-27.645223556942568,-1.73730301006716
38,-25.9103834494629,-11.989222568760155,-1.2007843712866835
39,64.00899245036248,-69.0911575869143,-0.3095143284109863
40,93.56371263333122,-33.71429033638853,0.08350788930075395
